Microsoft Office PivotTable 11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Apartado,Variable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,053 ZOONOSIS-RABIA PERSONAS AGREDIDAS,188 PREVENCIÓN Y CONTROL DE RABIA ANIMALES VACUNADOS,,,,,,,189 PREVENCIÓN Y CONTROL DE RABIA ANIMALES EN CONTROL,,,190 PREVENCIÓN Y CONTROL DE RABIA ANIMALES ESTERILIZADOS,,,,,,,,,,,,,,,,,,,,,,,,,Grand Total
,,,,RAV09 PERRO AUTORIDAD LOCAL,RAV10 PERRO GRUPOS DE LA COMUNIDAD,RAV14 GATO AUTORIDAD LOCAL,RAV15 GATO GRUPOS DE LA COMUNIDAD,RAV16 PERRO SSA,RAV17 GATO SSA,Total,RAE03 CENTRO DE ATENCIÓN CANINA,RAE04 AUTORIDAD LOCAL,Total,RAM21 PERRO MACHO MENOR DE UN AÑO SSA,RAM22 PERRO MACHO MENOR DE UN AÑO AUTORIDAD LOCAL,RAM23 PERRO MACHO MENOR DE UN AÑO GRUPOS DE LA COMUNIDAD,RAM24 PERRO MACHO UN AÑO Y MÁS SSA,RAM25 PERRO MACHO UN AÑO Y MÁS AUTORIDAD LOCAL,RAM26 PERRO MACHO UN AÑO Y MÁS GRUPOS DE LA COMUNIDAD,RAM27 PERRO HEMBRA MENOR DE UN AÑO SSA,RAM28 PERRO HEMBRA MENOR DE UN AÑO AUTORIDAD LOCAL,RAM29 PERRO HEMBRA MENOR DE UN AÑO GRUPOS DE LA COMUNIDAD,RAM30 PERRO HEMBRA UN AÑO Y MÁS SSA,RAM31 PERRO HEMBRA UN AÑO Y MÁS AUTORIDAD LOCAL,RAM32 PERRO HEMBRA UN AÑO Y MÁS GRUPOS DE LA COMUNIDAD,RAM33 GATO MACHO MENOR DE UN AÑO SSA,RAM34 GATO MACHO MENOR DE UN AÑO AUTORIDAD LOCAL,RAM35 GATO MACHO MENOR DE UN AÑO GRUPOS DE LA COMUNIDAD,RAM36 GATO MACHO UN AÑO Y MÁS SSA,RAM37 GATO MACHO UN AÑO Y MÁS AUTORIDAD LOCAL,RAM38 GATO MACHO UN AÑO Y MÁS GRUPOS DE LA COMUNIDAD,RAM39 GATO HEMBRA MENOR DE UN AÑO SSA,RAM40 GATO HEMBRA MENOR DE UN AÑO AUTORIDAD LOCAL,RAM41 GATO HEMBRA MENOR DE UN AÑO GRUPOS DE LA COMUNIDAD,RAM42 GATO HEMBRA UN AÑO Y MÁS SSA,RAM43 GATO HEMBRA UN AÑO Y MÁS AUTORIDAD LOCAL,RAM44 GATO HEMBRA UN AÑO Y MÁS GRUPOS DE LA COMUNIDAD,Total,
Entidad,Jurisdicción,Municipio,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total
1 AGUASCALIENTES,1  AGUASCALIENTES,1   AGUASCALIENTES,179,38267,,3355,,79481,8894,129997,,7371,7371,465,101,11,730,198,11,786,168,8,1082,241,27,749,95,23,183,39,2,1270,209,43,312,73,5,6831,144378
,,5   JESÚS MARÍA,10,,,,,24815,2240,27055,,,,23,,,52,,,60,,,123,,,26,,,5,,,62,,,26,,,377,27442
,,10  EL LLANO,3,,,,,7342,1492,8834,,,,1,,,4,,,9,,,7,,,,,,,,,4,,,3,,,28,8865
,,11  SAN FRANCISCO DE LOS ROMO,21,,,,,10889,1135,12024,,,,11,,,20,,,34,,,50,,,10,,,5,,,27,,,11,,,168,12213
,,Total,213,38267,,3355,,122527,13761,177910,,7371,7371,500,101,11,806,198,11,889,168,8,1262,241,27,785,95,23,193,39,2,1363,209,43,352,73,5,7404,192898
,2  RINCÓN DE ROMOS,2   ASIENTOS,1,,,,,14494,1857,16351,,,,7,,,14,,,17,,,20,,,1,,,2,,,5,,,7,,,73,16425
,,4   COSÍO,9,,,,,4397,507,4904,,,,,,,3,,,3,,,15,,,1,,,,,,4,,,2,,,28,4941
,,6   PABELLÓN DE ARTEAGA,35,,,,,8629,1137,9766,,,,16,20,,21,13,,72,19,,63,40,,25,6,,9,3,,79,21,,13,3,,423,10224
,,7   RINCÓN DE ROMOS,40,,,,,11204,1168,12372,,,,32,15,,13,,,35,,,43,16,,5,,,,2,,14,10,,7,,,192,12604
,,8   SAN JOSÉ DE GRACIA,10,,,,,2862,572,3434,,,,1,,,,,,12,,,4,,,1,,,,,,1,,,1,,,20,3464
,,9   TEPEZALÁ,,,,,,5791,943,6734,,,,20,,,1,,,3,,,5,,,3,,,,,,2,,,,,,34,6768
,,Total,95,,,,,47377,6184,53561,,,,76,35,,52,13,,142,19,,150,56,,36,6,,11,5,,105,31,,30,3,,770,54426
,3  CALVILLO,3   CALVILLO,46,,,,,10948,1269,12217,,,,44,,,39,,,112,,,93,,,15,,,16,,,42,,,20,,,381,12644
,,Total,46,,,,,10948,1269,12217,,,,44,,,39,,,112,,,93,,,15,,,16,,,42,,,20,,,381,12644
,Total,,354,38267,,3355,,180852,21214,243688,,7371,7371,620,136,11,897,211,11,1143,187,8,1505,297,27,836,101,23,220,44,2,1510,240,43,402,76,5,8555,259968
2 BAJA CALIFORNIA,1  MEXICALI,2   MEXICALI,455,1523,12521,76,939,75950,4686,95695,,8613,8613,135,45,156,285,139,266,321,94,514,618,185,586,254,3,168,201,3,179,450,12,259,362,22,278,5535,110298
,,Total,455,1523,12521,76,939,75950,4686,95695,,8613,8613,135,45,156,285,139,266,321,94,514,618,185,586,254,3,168,201,3,179,450,12,259,362,22,278,5535,110298
,2  TIJUANA,3   TECATE,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
,,4   TIJUANA,3,34067,55119,2418,3088,45705,6363,146760,22,2312,2334,,636,566,,615,791,,1496,1274,,1435,1975,,393,1024,,299,286,,871,1861,,495,562,14579,163676
,,Total,7,34067,55119,2418,3088,45705,6363,146760,22,2312,2334,,636,566,,615,791,,1496,1274,,1435,1975,,393,1024,,299,286,,871,1861,,495,562,14579,163680
,3  ENSENADA,1   ENSENADA,153,880,11490,,25,26337,67,38799,,1664,1664,,,,209,101,415,,,,344,65,498,,,,136,33,220,,,,293,28,346,2688,43304
,,Total,153,880,11490,,25,26337,67,38799,,1664,1664,,,,209,101,415,,,,344,65,498,,,,136,33,220,,,,293,28,346,2688,43304
,4  VICENTE GUERRERO,1   ENSENADA,82,4903,2316,580,186,7056,774,15815,104,,104,23,7,19,63,7,80,43,,39,77,1,59,9,,2,17,2,6,25,,15,27,,15,536,16537
,,Total,82,4903,2316,580,186,7056,774,15815,104,,104,23,7,19,63,7,80,43,,39,77,1,59,9,,2,17,2,6,25,,15,27,,15,536,16537
,Total,,697,41373,81446,3074,4238,155048,11890,297069,126,12589,12715,158,688,741,557,862,1552,364,1590,1827,1039,1686,3118,263,396,1194,354,337,691,475,883,2135,682,545,1201,23338,333819
3 BAJA CALIFORNIA SUR,1  COMONDÚ,1   COMONDÚ,12,,,,,15014,2532,17546,124,,124,42,,,65,,,154,,,231,,,17,,,37,,,63,,,61,,,670,18352
,,9   LORETO,29,,,,,2981,835,3816,336,,336,44,,,43,,,80,,,82,,,37,,,26,,,48,,,49,,,409,4590
,,Total,41,,,,,17995,3367,21362,460,,460,86,,,108,,,234,,,313,,,54,,,63,,,111,,,110,,,1079,22942
,2  MULEGÉ,2   MULEGÉ,4,,,,,9883,1927,11810,,,,56,,,168,,,87,,,442,,,16,,,56,,,35,,,156,,,1016,12830
,,Total,4,,,,,9883,1927,11810,,,,56,,,168,,,87,,,442,,,16,,,56,,,35,,,156,,,1016,12830
,3  LA PAZ,3   LA PAZ,145,1630,,196,,38377,8187,48390,252,,252,167,8,,365,17,,479,29,,863,47,,437,3,,169,2,,755,22,,419,4,,3786,52573
,,Total,145,1630,,196,,38377,8187,48390,252,,252,167,8,,365,17,,479,29,,863,47,,437,3,,169,2,,755,22,,419,4,,3786,52573
,4  LOS CABOS,8   LOS CABOS,73,,,,,26633,6624,33257,89,,89,151,,,177,,,329,,,448,,,202,,,96,,,315,,,183,,,1901,35320
,,Total,73,,,,,26633,6624,33257,89,,89,151,,,177,,,329,,,448,,,202,,,96,,,315,,,183,,,1901,35320
,Total,,263,1630,,196,,92888,20105,114819,801,,801,460,8,,818,17,,1129,29,,2066,47,,709,3,,384,2,,1216,22,,868,4,,7782,123665
4 CAMPECHE,1  CAMPECHE,1   CALKINÍ,12,,,,,8025,1069,9094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9106
,,2   CAMPECHE,131,8012,,1731,,48075,7011,64829,,39,39,126,84,41,317,240,37,606,389,63,1257,515,113,159,106,76,156,51,46,356,212,120,476,129,111,5786,70785
,,4   CHAMPOTÓN,15,,,,,8702,598,9300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9315
,,5   HECELCHAKÁN,4,,,,,3911,471,4382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4386
,,6   HOPELCHÉN,3,,,,,6157,985,7142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7145
,,8   TENABO,,,,,,3256,120,3376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3376
,,Total,165,8012,,1731,,78126,10254,98123,,39,39,126,84,41,317,240,37,606,389,63,1257,515,113,159,106,76,156,51,46,356,212,120,476,129,111,5786,104113
,2  ESCÁRCEGA,9   ESCÁRCEGA,64,5179,,1320,,13431,1840,21770,,5,5,8,,2,16,4,6,19,6,12,38,13,13,1,,,2,2,2,3,2,3,3,3,2,160,21999
,,10  CALAKMUL,,,,,,6985,1333,8318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8318
,,11  CANDELARIA,26,,,,,7423,942,8365,,,,3,2,,8,8,,7,6,,18,18,,1,1,,1,1,,5,4,,3,2,,88,8479
,,Total,90,5179,,1320,,27839,4115,38453,,5,5,11,2,2,24,12,6,26,12,12,56,31,13,2,1,,3,3,2,8,6,3,6,5,2,248,38796
,3  CARMEN,3   CARMEN,121,1694,,533,,42694,12071,56992,,7,7,122,,,230,,,250,,,424,,,346,,,148,,,727,,,283,,,2530,59650
,,7   PALIZADA,,,,,,3175,795,3970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3970
,,Total,121,1694,,533,,45869,12866,60962,,7,7,122,,,230,,,250,,,424,,,346,,,148,,,727,,,283,,,2530,63620
,Total,,376,14885,,3584,,151834,27235,197538,,51,51,259,86,43,571,252,43,882,401,75,1737,546,126,507,107,76,307,54,48,1091,218,123,765,134,113,8564,206529
5 COAHUILA DE ZARAGOZA,1  PIEDRAS NEGRAS,3   ALLENDE,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
,,25  PIEDRAS NEGRAS,15,962,170,194,73,92384,2011,95794,728,169,897,86,81,11,52,49,64,101,162,9,136,329,163,124,54,21,129,20,9,80,4,17,108,53,7,1869,98575
,,Total,20,962,170,194,73,92384,2011,95794,728,169,897,86,81,11,52,49,64,101,162,9,136,329,163,124,54,21,129,20,9,80,4,17,108,53,7,1869,98580
,2  ACUÑA,2   ACUÑA,110,11560,5066,24,43,15358,198,32249,,3,3,,,,15,,239,,,,50,,649,9,,,19,,101,2,,,36,,3,1123,33485
,,19  MORELOS,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
,,38  ZARAGOZA,68,,,,,685,,685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,753
,,Total,199,11560,5066,24,43,16043,198,32934,,3,3,,,,15,,239,,,,50,,649,9,,,19,,101,2,,,36,,3,1123,34259
,3  SABINAS,15  JUÁREZ,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29
,,20  MÚZQUIZ,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
,,26  PROGRESO,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,28  SABINAS,67,124,65,18,15,15057,3323,18602,510,230,740,69,6,,28,21,16,86,49,15,212,230,95,20,3,10,5,,10,28,,7,36,,32,978,20387
,,32  SAN JUAN DE SABINAS,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53
,,Total,170,124,65,18,15,15057,3323,18602,510,230,740,69,6,,28,21,16,86,49,15,212,230,95,20,3,10,5,,10,28,,7,36,,32,978,20490
,4  MONCLOVA,18  MONCLOVA,,112,120,35,9,41847,7860,49983,6,353,359,64,34,33,57,61,53,93,83,67,177,195,239,64,96,67,59,32,31,82,26,29,40,24,37,1743,52085
,,Total,,112,120,35,9,41847,7860,49983,6,353,359,64,34,33,57,61,53,93,83,67,177,195,239,64,96,67,59,32,31,82,26,29,40,24,37,1743,52085
,5  CUATRO CIENEGAS,7   CUATRO CIÉNEGAS,7,56,396,11,70,5798,405,6736,,8,8,1,1,,5,6,12,3,2,2,40,32,52,,,1,4,2,5,3,1,2,9,3,8,194,6945
,,23  OCAMPO,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
,,Total,11,56,396,11,70,5798,405,6736,,8,8,1,1,,5,6,12,3,2,2,40,32,52,,,1,4,2,5,3,1,2,9,3,8,194,6949
,6  TORREÓN,17  MATAMOROS,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53
,,35  TORREÓN,1614,,,,,94581,1147,95728,,750,750,4,,,19,215,,5,1954,,49,541,288,4,,,4,162,,6,,,17,259,,3527,101619
,,Total,1667,,,,,94581,1147,95728,,750,750,4,,,19,215,,5,1954,,49,541,288,4,,,4,162,,6,,,17,259,,3527,101672
,7  FRANCISCO I. MADERO,9   FRANCISCO I. MADERO,93,24475,1405,114,44,4636,186,30860,,88,88,,4,1,8,22,19,,4,,29,90,95,,2,,8,12,21,,8,,6,24,25,378,31419
,,33  SAN PEDRO,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84
,,34  SIERRA MOJADA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,Total,178,24475,1405,114,44,4636,186,30860,,88,88,,4,1,8,22,19,,4,,29,90,95,,2,,8,12,21,,8,,6,24,25,378,31504
,8  SALTILLO,4   ARTEAGA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,11  GENERAL CEPEDA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,24  PARRAS,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19
,,27  RAMOS ARIZPE,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,30  SALTILLO,3,23659,6616,3758,788,59926,1565,96312,178,266,444,45,18,32,126,69,199,308,77,166,917,583,2340,65,5,1,38,18,58,133,20,11,142,73,155,5599,102358
,,Total,26,23659,6616,3758,788,59926,1565,96312,178,266,444,45,18,32,126,69,199,308,77,166,917,583,2340,65,5,1,38,18,58,133,20,11,142,73,155,5599,102381
,Total,,2271,60948,13838,4154,1042,330272,16695,426949,1422,1867,3289,269,144,77,310,443,602,596,2331,259,1610,2000,3921,286,160,100,266,246,235,334,59,66,394,436,267,15411,447920
6 COLIMA,1  COLIMA,2   COLIMA,76,1504,,244,,52150,7151,61049,,243,243,,139,5,19,301,15,24,348,21,79,725,61,7,313,12,6,177,8,23,631,7,26,475,12,3434,64802
,,3   COMALA,7,,,,,2886,447,3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3340
,,4   COQUIMATLÁN,2,,,,,2980,464,3444,,,,,,,,,,3,,,14,,,1,,,,,,,,,1,,,19,3465
,,5   CUAUHTÉMOC,6,,,,,3425,477,3902,,,,,,,4,,,15,,,43,,,,,,1,,,7,,,10,,,80,3988
,,10  VILLA DE ÁLVAREZ,7,199,,24,,11921,1582,13726,,,,,,8,,,18,,,17,,15,43,,2,7,,1,6,,2,27,,4,16,166,13899
,,Total,98,1703,,268,,73362,10121,85454,,243,243,,139,13,23,301,33,42,348,38,136,740,104,8,315,19,7,178,14,30,633,34,37,479,28,3699,89494
,2  TECOMÁN,1   ARMERÍA,21,,,,,5217,1196,6413,,,,2,,,3,,,1,,,5,,,,,,3,,,1,,,5,,,20,6454
,,9   TECOMÁN,94,,,,,14493,2674,17167,,,,5,,4,15,,13,7,,20,27,,51,5,,6,13,,6,5,,12,23,,12,224,17485
,,Total,115,,,,,19710,3870,23580,,,,7,,4,18,,13,8,,20,32,,51,5,,6,16,,6,6,,12,28,,12,244,23939
,3  MANZANILLO,7   MANZANILLO,137,,308,,65,18046,2921,21340,,,,,,,,,9,,,,,,62,,,,,,10,,,,,,19,100,21577
,,8   MINATITLÁN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,Total,138,,308,,65,18046,2921,21340,,,,,,,,,9,,,,,,62,,,,,,10,,,,,,19,100,21578
,Total,,351,1703,308,268,65,111118,16912,130374,,243,243,7,139,17,41,301,55,50,348,58,168,740,217,13,315,25,23,178,30,36,633,46,65,479,59,4043,135011
7 CHIAPAS,1  TUXTLA GUTIERREZ,12  BERRIOZÁBAL,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29
,,17  CINTALAPA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,18  COAPILLA,,,,,,109,11,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120
,,21  COPAINALÁ,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
,,27  CHIAPA DE CORZO,21,,,,,350,15,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386
,,33  FRANCISCO LEÓN,,,,,,72,7,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79
,,44  IXTAPA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,46  JIQUIPILAS,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
,,79  SAN FERNANDO,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34
,,86  SUCHIAPA,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
,,92  TECPATÁN,1,,,,,10,5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16
,,101 TUXTLA GUTIÉRREZ,410,,,,,4033,390,4423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4833
,,106 VENUSTIANO CARRANZA,,,,,,942,20,962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,962
,,Total,529,,,,,5516,448,5964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6493
,2  SAN CRISTÓBAL DE LAS CASAS,23  CHAMULA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,24  CHANAL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,64  OXCHUC,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,78  SAN CRISTÓBAL DE LAS CASAS,165,,,,,8430,1370,9800,14,,14,6,27,85,13,39,46,20,55,210,26,93,250,2,19,28,5,25,57,1,43,78,17,43,148,1336,11315
,,Total,168,,,,,8430,1370,9800,14,,14,6,27,85,13,39,46,20,55,210,26,93,250,2,19,28,5,25,57,1,43,78,17,43,148,1336,11318
,3  COMITÁN,19  COMITÁN DE DOMÍNGUEZ,84,,,,,40,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124
,,30  CHICOMUSELO,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
,,34  FRONTERA COMALAPA,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
,,41  LA INDEPENDENCIA,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16
,,52  LAS MARGARITAS,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
,,83  SOCOLTENANGO,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17
,,99  LA TRINITARIA,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
,,104 TZIMOL,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
,,Total,191,,,,,40,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231
,4  VILLAFLORES,20  LA CONCORDIA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,107 VILLA CORZO,1,,,,,54,6,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61
,,108 VILLAFLORES,5,,,,,93,8,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106
,,Total,7,,,,,147,14,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168
,5  PICHUCALCO,39  HUITIUPÁN,,,,,,273,62,335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335
,,43  IXTACOMITÁN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,48  JUÁREZ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,68  PICHUCALCO,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,72  PUEBLO NUEVO SOLISTAHUACÁN,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
,,81  SIMOJOVEL,1,,,,,270,170,440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441
,,Total,8,,,,,543,232,775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,783
,6  PALENQUE,16  CATAZAJÁ,,,,,,201,,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201
,,50  LA LIBERTAD,3,,,,,175,,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178
,,59  OCOSINGO,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,65  PALENQUE,12,,,,,5194,100,5294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5306
,,77  SALTO DE AGUA,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
,,96  TILA,,,,,,330,,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330
,,100 TUMBALÁ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,109 YAJALÓN,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
,,Total,33,,,,,5900,100,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6033
,7  TAPACHULA,1   ACACOYAGUA,,,,,,2416,490,2906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2906
,,3   ACAPETAHUA,,135,,5,,748,47,935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,935
,,15  CACAHOATÁN,27,,,,,295,58,353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380
,,32  ESCUINTLA,39,,,,,1895,180,2075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2114
,,35  FRONTERA HIDALGO,,,,,,95,5,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100
,,37  HUEHUETÁN,14,,,,,206,38,244,,,,,,,,,,,,,,4,,,,,,,,,1,,,,,5,263
,,40  HUIXTLA,6,1021,,216,,2829,547,4613,,,,,7,,1,14,,,19,,10,31,,,16,,3,20,,,18,,12,32,,183,4802
,,51  MAPASTEPEC,4,,,,,1033,123,1156,,,,,2,,,4,,,,,,1,,,2,,,5,,,,,,,,14,1174
,,54  MAZATÁN,1,,,,,425,98,523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524
,,71  VILLA COMALTITLÁN,3,,,,,528,51,579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,582
,,87  SUCHIATE,31,,,,,1127,329,1456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1487
,,89  TAPACHULA,106,,2228,,572,6297,722,9819,,,,15,32,,34,44,,6,52,,47,75,,15,49,,4,34,,13,37,,38,64,,559,10484
,,102 TUXTLA CHICO,12,300,,,,880,107,1287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1299
,,103 TUZANTÁN,,,,,,185,6,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191
,,105 UNIÓN JUÁREZ,3,,,,,431,58,489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492
,,Total,246,1456,2228,221,572,19390,2859,26726,,,,15,41,,35,62,,6,71,,57,111,,15,67,,7,59,,13,56,,50,96,,761,27733
,8  TONALÁ,9   ARRIAGA,3,,,,,166,24,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193
,,69  PIJIJIAPAN,30,,,,,703,37,740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,770
,,97  TONALÁ,118,,,,,1574,358,1932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2050
,,Total,151,,,,,2443,419,2862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3013
,9  OCOSINGO,31  CHILÓN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,59  OCOSINGO,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17
,,82  SITALÁ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,Total,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19
,10 MOTOZINTLA,53  MAZAPA DE MADERO,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
,,57  MOTOZINTLA,16,,,,,354,28,382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398
,,80  SILTEPEC,,,,,,40,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
,,Total,19,,,,,394,28,422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441
,Total,,1371,1456,2228,221,572,42803,5470,52750,14,,14,21,68,85,48,101,46,26,126,210,83,204,250,17,86,28,12,84,57,14,99,78,67,139,148,2097,56232
8 CHIHUAHUA,1  CHIHUAHUA,19  CHIHUAHUA,371,,,,,70393,6220,76613,899,,899,281,,,418,,,487,,,770,,,425,,,120,,,827,,,293,,,3621,81504
,,21  DELICIAS,,12308,,448,,1529,196,14481,561,,561,,,,,51,,,,,,102,,,,,,4,,,,,,10,,167,15209
,,24  SANTA ISABEL,,,,,,579,13,592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592
,,26  GRAN MORELOS,,,,,,453,54,507,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,2,509
,,38  JULIMES,,410,,17,,237,48,712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,712
,,45  MEOQUI,,301,200,29,,2914,241,3685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3685
,,49  NONOAVA,,,,,,66,2,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68
,,55  ROSALES,2,,,,,967,53,1020,,,,15,,,8,,,13,,,14,,,,,,2,,,3,,,3,,,58,1080
,,61  SATEVÓ,,390,,17,,66,10,483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483
,,Total,373,13409,200,511,,77204,6837,98161,1460,,1460,297,,,427,51,,500,,,784,102,,425,,,122,4,,830,,,296,10,,3848,103842
,2  JUÁREZ,37  JUÁREZ,447,,,,,110009,6808,116817,3290,,3290,15,76,297,34,141,823,54,157,796,64,184,776,12,72,156,16,81,186,17,121,274,25,103,365,4845,125399
,,Total,447,,,,,110009,6808,116817,3290,,3290,15,76,297,34,141,823,54,157,796,64,184,776,12,72,156,16,81,186,17,121,274,25,103,365,4845,125399
,3  PARRAL,7   BALLEZA,,,,,,1469,352,1821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1821
